ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory
Standup M-Set Structure Target Multiplexing II,0,1.5E+09,-1.5E+09, -Infinity,0, 0, 0
Standup M-Set Enhanced Targeting System I,5.66E+08,2.99999E+08,2.66001E+08, 46.99664,1, 266001000, 50.0
Standup M-Set Enhanced Targeting System II,0,3.5E+09,-3.5E+09, -Infinity,0, 0, 0
Standup L-Set Missile Flight Processor I,0,3.797657E+09,-3.797657E+09, -Infinity,0, 0, 0
Standup L-Set Missile Flight Processor II,0,0,0, NaN,0, 0, 0
Standup L-Set Energy Neutralizer Feedback Control I,0,4.476801E+09,-4.476801E+09, -Infinity,0, 0, 0
Standup L-Set Energy Neutralizer Feedback Control II,0,0,0, NaN,0, 0, 0
Standup L-Set EW Expert System I,0,3.85929E+09,-3.85929E+09, -Infinity,0, 0, 0
Standup L-Set EW Expert System II,0,0,0, NaN,0, 0, 0
Standup L-Set Bomb Aimer I,0,4.38007E+09,-4.38007E+09, -Infinity,0, 0, 0
Standup L-Set Bomb Aimer II,0,0,0, NaN,0, 0, 0
Standup L-Set Point Defense Battery Control I,4.7E+09,3.891655E+09,8.083446E+08, 17.19882,0, 0, 0
Standup L-Set Point Defense Battery Control II,0,0,0, NaN,0, 0, 0
Standup L-Set Target Acquisition Array I,5.888889E+09,4.436101E+09,1.452788E+09, 24.66998,0, 0, 0
Standup L-Set Target Acquisition Array II,0,0,0, NaN,0, 0, 0
Standup XL-Set Missile Fire Control Computer I,0,0,0, NaN,0, 0, 0
Standup XL-Set Missile Fire Control Computer II,0,0,0, NaN,0, 0, 0
Standup XL-Set EW and Emissions Co-ordinator I,0,4.96E+10,-4.96E+10, -Infinity,0, 0, 0
Standup XL-Set EW and Emissions Co-ordinator II,0,0,0, NaN,0, 0, 0
Standup XL-Set Extinction Level Weapons Suite I,0,4.93E+10,-4.93E+10, -Infinity,0, 0, 0
Standup XL-Set Extinction Level Weapons Suite II,0,0,0, NaN,0, 0, 0
Rapid Torpedo Launcher I,5.2E+07,5.299998E+07,-999976, -1.923031,3, -2999928, 0
Quad 800mm Repeating Cannon I,1.48E+08,4.688889E+07,1.011111E+08, 68.31832,2, 202222200, 0
Quad Mega Pulse Laser I,0,4.999986E+07,-4.999986E+07, -Infinity,2, -99999730, 0
Triple Neutron Blaster Cannon I,1.48E+08,4.999989E+07,9.800011E+07, 66.21629,2, 196000200, 0
Rapid Torpedo Launcher II,3.49E+08,1.82E+08,1.67E+08, 47.851,3, 501000000, 0
Dread Guristas Rapid Torpedo Launcher,0,0,0, NaN,0, 0, 0
XL Torpedo Launcher II,3.67E+08,1.84E+08,1.83E+08, 49.86376,3, 549000000, 0
XL Cruise Missile Launcher II,0,1.939996E+08,-1.939996E+08, -Infinity,3, -581999000, 0
Quad Mega Pulse Laser II,4.25E+08,1.94E+08,2.31E+08, 54.35294,3, 693000000, 0
Modulated Compact Quad Mega Pulse Laser,0,1.3E+08,-1.3E+08, -Infinity,0, 0, 0
Dual Giga Pulse Laser II,4.25E+08,2.32523E+08,1.92477E+08, 45.28871,2, 384954000, 0
Dual Giga Beam Laser II,0,2.79E+08,-2.79E+08, -Infinity,0, 0, 0
Triple Neutron Blaster Cannon II,4.5E+08,2.982344E+08,1.517656E+08, 33.72568,0, 0, 0
Regulated Compact Triple Neutron Blaster Cannon,0,9.7E+07,-9.7E+07, -Infinity,0, 0, 0
Ion Siege Blaster II,4.2E+08,2.44989E+08,1.75011E+08, 41.66929,0, 0, 0
Dual 1000mm Railgun II,0,2.02043E+08,-2.02043E+08, -Infinity,0, 0, 0
Quad 800mm Repeating Cannon II,3.448889E+08,2.329404E+08,1.119485E+08, 32.45928,3, 335845400, 16.666666666666666666666666670
Compact Carbine Quad 800mm Repeating Cannon,0,2.1E+08,-2.1E+08, -Infinity,0, 0, 0
Hexa 2500mm Repeating Cannon II,3.45E+08,1.799432E+08,1.650568E+08, 47.84254,2, 330113500, 0
Quad 3500mm Siege Artillery II,0,2.696444E+08,-2.696444E+08, -Infinity,0, 0, 0
Standup L-Set Ammunition Manufacturing Efficiency I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint,2.5E+09,2.45E+09,5.000013E+07, 2.000005,0, 0, 0
Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup L-Set Equipment Manufacturing Efficiency I Blueprint,5E+08,4.9E+08,1E+07, 2,1, 10000000, 0
Standup L-Set Advanced Component Manufacturing Efficiency I Blueprint,5E+08,5E+08,0, 0,1, 0, 0
Standup XL-Set Ship Manufacturing Efficiency I Blueprint,2.5E+09,2.5E+09,0, 0,0, 0, 0
Standup XL-Set Laboratory Optimization I Blueprint,2.5E+09,2.5E+09,0, 0,0, 0, 0
Standup XL-Set Structure and Component Manufacturing Efficiency I Blueprint,2.5E+09,2.5E+09,0, 0,0, 0, 0
Standup M-Set Missile Precision I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Missile Projection I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Energy Neutralizer Projection I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Energy Neutralizer Economy I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Electronic Warfare Projection I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Electronic Warfare Economy I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Structure Target Multiplexing I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup M-Set Enhanced Targeting System I Blueprint,1E+08,1E+08,0, 0,0, 0, 0
Standup L-Set Missile Flight Processor I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup L-Set Energy Neutralizer Feedback Control I Blueprint,5E+08,4.9E+08,1E+07, 2,0, 0, 0
Standup L-Set EW Expert System I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup L-Set Bomb Aimer I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup L-Set Point Defense Battery Control I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup L-Set Target Acquisition Array I Blueprint,5E+08,5E+08,0, 0,0, 0, 0
Standup XL-Set Missile Fire Control Computer I Blueprint,2.5E+09,2.5E+09,0, 0,0, 0, 0
Standup XL-Set EW and Emissions Co-ordinator I Blueprint,2.5E+09,2.45E+09,5.000013E+07, 2.000005,0, 0, 0
Standup XL-Set Extinction Level Weapons Suite I Blueprint,2.5E+09,2.44E+09,6E+07, 2.4,0, 0, 0
Ice Mining Laser I,259995,237000,22994.98, 8.844396,5, 114974.9, 9.735744089012517385257301810
Ice Mining Laser II,1200000,1551997,-351997, -29.33308,4, -1407988, 19.191919191919191919191919190
ORE Ice Mining Laser,1.5E+08,1E+08,5E+07, 33.33333,1, 50000000, 0
Crucifier Navy Issue,4.948999E+07,2.7E+07,2.248999E+07, 45.44352,1, 22489990, 0
Vigil Fleet Issue,1.391908E+07,1.5E+07,-1080917, -7.765721,3, -3242751, 28.12500
Griffin Navy Issue,3.677788E+07,1.783E+07,1.894788E+07, 51.51977,1, 18947880, 0
Maulus Navy Issue,1.6E+07,1.509699E+07,903011, 5.643819,1, 903011, 72.222222222222222222222222220
Deacon,3.3999E+07,2.62E+07,7799000, 22.93891,1, 7799000, 14.285714285714285714285714290
Kirin,4.444432E+07,3.6E+07,8444328, 18.99979,1, 8444328, 9.523809523809523809523809520
Thalia,3.4E+07,4.9E+07,-1.5E+07, -44.11765,1, -15000000, 0
Scalpel,2.7E+07,3.4998E+07,-7997998, -29.62222,3, -23993990, 0
Micro Jump Field Generator,981992.9,266711.8,715281.1, 72.83974,2, 1430562, 14.008620689655172413793103450
Bifrost,7.899997E+07,7.498894E+07,4011024, 5.077248,1, 4011024, 19.047619047619047619047619050
Pontifex,7E+07,7.2E+07,-2000000, -2.857143,1, -2000000, 21.052631578947368421052631580
Stork,8E+07,8.194E+07,-1940000, -2.425,1, -1940000, 9.090909090909090909090909090
Magus,8.9E+07,6.696046E+07,2.203954E+07, 24.76352,1, 22039540, 16.666666666666666666666666670
Crucifier Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Executioner Raata Sunset SKIN (Permanent),0,9.5E+08,-9.5E+08, -Infinity,0, 0, 0
Inquisitor Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Magnate Raata Sunset SKIN (Permanent),0,5.5995E+08,-5.5995E+08, -Infinity,0, 0, 0
Punisher Raata Sunset SKIN (Permanent),9799900,2.2E+07,-1.22001E+07, -124.4921,1, -12200100, 14.285714285714285714285714290
Tormentor Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Retribution Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Vengeance Raata Sunset SKIN (Permanent),0,9.8E+08,-9.8E+08, -Infinity,0, 0, 0
Anathema Raata Sunset SKIN (Permanent),0,7.99E+08,-7.99E+08, -Infinity,0, 0, 0
Purifier Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Sentinel Raata Sunset SKIN (Permanent),0,1.111111E+09,-1.111111E+09, -Infinity,0, 0, 0
Crusader Raata Sunset SKIN (Permanent),0,7.5E+08,-7.5E+08, -Infinity,0, 0, 0
Malediction Raata Sunset SKIN (Permanent),0,9E+08,-9E+08, -Infinity,0, 0, 0
Coercer Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Dragoon Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Heretic Raata Sunset SKIN (Permanent),0,6.444444E+08,-6.444444E+08, -Infinity,0, 0, 0
Arbitrator Raata Sunset SKIN (Permanent),0,7.97E+08,-7.97E+08, -Infinity,0, 0, 0
Augoror Raata Sunset SKIN (Permanent),0,1E+09,-1E+09, -Infinity,0, 0, 0
Maller Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Omen Raata Sunset SKIN (Permanent),0,8999999,-8999999, -Infinity,1, -8999999, 0
Sacrilege Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Zealot Raata Sunset SKIN (Permanent),0,3.4978E+08,-3.4978E+08, -Infinity,0, 0, 0
Devoter Raata Sunset SKIN (Permanent),0,6.9E+08,-6.9E+08, -Infinity,0, 0, 0
Guardian Raata Sunset SKIN (Permanent),0,9.4399E+08,-9.4399E+08, -Infinity,0, 0, 0
Curse Raata Sunset SKIN (Permanent),0,8.99E+08,-8.99E+08, -Infinity,0, 0, 0
Pilgrim Raata Sunset SKIN (Permanent),0,5E+08,-5E+08, -Infinity,0, 0, 0
Harbinger Raata Sunset SKIN (Permanent),0,9.999E+08,-9.999E+08, -Infinity,0, 0, 0
Oracle Raata Sunset SKIN (Permanent),0,8E+08,-8E+08, -Infinity,0, 0, 0
Prophecy Raata Sunset SKIN (Permanent),0,7.1279E+08,-7.1279E+08, -Infinity,0, 0, 0
Absolution Raata Sunset SKIN (Permanent),0,5.2E+08,-5.2E+08, -Infinity,0, 0, 0
Damnation Raata Sunset SKIN (Permanent),0,5.89E+08,-5.89E+08, -Infinity,0, 0, 0
Abaddon Raata Sunset SKIN (Permanent),0,6.5E+07,-6.5E+07, -Infinity,0, 0, 0
Apocalypse Raata Sunset SKIN (Permanent),0,6.5E+08,-6.5E+08, -Infinity,0, 0, 0
Armageddon Raata Sunset SKIN (Permanent),0,7.777748E+08,-7.777748E+08, -Infinity,0, 0, 0
Redeemer Raata Sunset SKIN (Permanent),0,1.685487E+09,-1.685487E+09, -Infinity,0, 0, 0
Paladin Raata Sunset SKIN (Permanent),0,1.58E+09,-1.58E+09, -Infinity,0, 0, 0
Revelation Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Archon Raata Sunset SKIN (Permanent),0,1.43E+09,-1.43E+09, -Infinity,0, 0, 0
Aeon Raata Sunset SKIN (Permanent),0,2E+09,-2E+09, -Infinity,0, 0, 0
Avatar Raata Sunset SKIN (Permanent),0,3.99989E+09,-3.99989E+09, -Infinity,0, 0, 0
Bestower Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Sigil Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Prorator Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Impel Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Providence Raata Sunset SKIN (Permanent),0,0,0, NaN,0, 0, 0
Ark Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Standup Signal Amplifier I,9597998,4800000,4797998, 49.98957,1, 4797998, 41.666666666666666666666666670
Tenebrex Cyno Jammer,0,1.444444E+09,-1.444444E+09, -Infinity,1, -1444444000, 0
Tenebrex Cyno Jammer Blueprint,1.2E+10,1.2E+10,0, 0,1, 0, 0
Standup Signal Amplifier I Blueprint,6E+07,6E+07,0, 0,1, 0, 0
Guidance Disruptor I,90828,80000,10828, 11.92143,2, 21656, 1.5384615384615384615384615400
Highstroke Scoped Guidance Disruptor,759.48,3784.98,-3025.5, -398.3647,14, -42357, 0.4195804195804195804195804200
A-211 Enduring Guidance Disruptor,6999.99,6000,999.9902, 14.28559,13, 12999.87, 0.6849315068493150684931506800
Guidance Disruptor II,2499999,3799870,-1299871, -51.99484,9, -11698830, 24.00
Atron Valimor Legacy SKIN (Permanent),2.8E+07,4915101,2.30849E+07, 82.44607,1, 23084900, 0
Imicus Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Incursus Valimor Legacy SKIN (Permanent),1500000,880000,620000, 41.33333,1, 620000, 0
Maulus Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Navitas Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Tristan Valimor Legacy SKIN (Permanent),1E+08,1999987,9.800002E+07, 98.00002,1, 98000020, 0
Enyo Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Ishkur Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Helios Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Nemesis Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Keres Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Ares Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Taranis Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Algos Valimor Legacy SKIN (Permanent),0,3.5E+09,-3.5E+09, -Infinity,0, 0, 0
Catalyst Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Eris Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Celestis Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Exequror Valimor Legacy SKIN (Permanent),1.6E+07,5000000,1.1E+07, 68.75,1, 11000000, 22.222222222222222222222222220
Thorax Valimor Legacy SKIN (Permanent),0,4699998,-4699998, -Infinity,1, -4699998, 0
Vexor Valimor Legacy SKIN (Permanent),2.6E+07,1.09E+07,1.51E+07, 58.07692,1, 15100000, 0
Deimos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Ishtar Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Phobos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Oneiros Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Arazu Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Lachesis Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Brutix Valimor Legacy SKIN (Permanent),3.8E+07,8900000,2.91E+07, 76.57895,1, 29100000, 0
Myrmidon Valimor Legacy SKIN (Permanent),0,9.9E+07,-9.9E+07, -Infinity,1, -99000000, 0
Talos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Astarte Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Eos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Dominix Valimor Legacy SKIN (Permanent),3.6E+07,3E+07,6000002, 16.66667,1, 6000002, 0
Hyperion Valimor Legacy SKIN (Permanent),0,1.46999E+08,-1.46999E+08, -Infinity,1, -146999000, 0
Megathron Valimor Legacy SKIN (Permanent),0,1.8E+07,-1.8E+07, -Infinity,1, -18000000, 0
Sin Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Kronos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Moros Valimor Legacy SKIN (Permanent),0,2.9E+07,-2.9E+07, -Infinity,1, -29000000, 0
Thanatos Valimor Legacy SKIN (Permanent),0,3.337E+07,-3.337E+07, -Infinity,1, -33370000, 0
Nyx Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Erebus Valimor Legacy SKIN (Permanent),0,3.5E+07,-3.5E+07, -Infinity,1, -35000000, 0
Epithal Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Iteron Mark V Valimor Legacy SKIN (Permanent),1.4E+07,1497970,1.250203E+07, 89.30022,1, 12502030, 0
Kryos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Miasmos Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Nereus Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Viator Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Occator Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Obelisk Valimor Legacy SKIN (Permanent),2.4949E+07,1.3995E+07,1.0954E+07, 43.90557,1, 10954000, 0
Anshar Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
Cenobite I,3000000,3251001,-251001, -8.3667,6, -1506006, 21.428571428571428571428571430
Women's Genolution Combat Suit,0,4895000,-4895000, -Infinity,1, -4895000, 0
Women's CONCORD 'Solitaire' Survival Suit,0,1.28E+09,-1.28E+09, -Infinity,1, -1280000000, 0
Apostle,1.19E+09,1E+09,1.9E+08, 15.96639,1, 190000000, 0
Minokawa,9.8E+08,1.058E+09,-7.8E+07, -7.959184,1, -78000000, 0
Lif,1.17E+09,1.220001E+09,-5.000051E+07, -4.273548,1, -50000510, 0
Ninazu,8.45E+08,9.3E+08,-8.5E+07, -10.05917,1, -85000000, 25.00
Pitfall Compact Warp Disruption Field Generator,999999,1290000,-290001, -29.00013,47, -13630050, 10.0
Clutch Restrained Warp Disruption Field Generator,1021430,1349000,-327569.8, -32.06971,45, -14740640, 0
M-36 Enduring Warp Disruption Field Generator,1000000,1300000,-300000, -30,46, -13800000, 0
True Sansha Warp Disruption Field Generator,9E+07,6.273E+07,2.727E+07, 30.3,1, 27270000, 7.1428571428571428571428571400
CONCORD Warp Disruption Field Generator,2.54E+08,1.26E+08,1.28E+08, 50.3937,0, 0, 0
Command Destroyers,2E+07,2E+07,0, 0,2, 0, 0.0079170295305201488401551700
Micro Jump Field Generator Blueprint,1.265504E+07,1.265504E+07,0, 0,1, 0, 0
Corpii C-Type Small Energy Neutralizer,0,5E+07,-5E+07, -Infinity,1, -50000000, 0
Corpii B-Type Small Energy Neutralizer,0,6.2E+07,-6.2E+07, -Infinity,0, 0, 0
Corpii A-Type Small Energy Neutralizer,1.139999E+08,4.9399E+07,6.460088E+07, 56.6675,1, 64600880, 0
Corpum C-Type Medium Energy Neutralizer,6.499999E+07,4.3E+07,2.199999E+07, 33.84615,1, 21999990, 4.7619047619047619047619047600
Corpum B-Type Medium Energy Neutralizer,8.9E+07,8.19999E+07,7000104, 7.865285,1, 7000104, 0
Corpum A-Type Medium Energy Neutralizer,9.9E+07,8.54108E+07,1.35892E+07, 13.72646,1, 13589200, 40.0
Corpus C-Type Heavy Energy Neutralizer,0,9.3E+07,-9.3E+07, -Infinity,0, 0, 0
Corpus B-Type Heavy Energy Neutralizer,0,1.6E+08,-1.6E+08, -Infinity,0, 0, 0
Corpus A-Type Heavy Energy Neutralizer,0,1.999889E+08,-1.999889E+08, -Infinity,0, 0, 0
Corpus X-Type Heavy Energy Neutralizer,1.94E+08,1.15998E+08,7.8002E+07, 40.20722,1, 78002000, 0
Structure Missile Systems,5000000,5000000,0, 0,2, 0, 0
Structure Doomsday Operation,5000000,5000000,0, 0,1, 0, 0
Structure Electronic Systems,5000000,5000000,0, 0,2, 0, 0
Structure Engineering Systems,5000000,5000000,0, 0,2, 0, 0
Republic Fleet Shield Recharger,3.5E+07,2.199E+07,1.301E+07, 37.17143,1, 13010000, 56.666666666666666666666666670
Women's CONCORD Test Pilot T-Shirt,0,7.86E+08,-7.86E+08, -Infinity,1, -786000000, 0
Men's CONCORD Test Pilot T-Shirt,0,6.95E+08,-6.95E+08, -Infinity,2, -1390000000, 0
Men's Genolution Combat Suit,1.76999E+07,3999996,1.36999E+07, 77.40102,1, 13699900, 25.00
Women's 'Rocket' Dress (festive),1.89E+07,1999999,1.69E+07, 89.41799,1, 16900000, 0
Men's 'Curate' Coat (festive),1.5E+07,300000,1.47E+07, 98,1, 14700000, 0
Men's CONCORD 'Solitaire' Survival Suit,0,2.069E+09,-2.069E+09, -Infinity,2, -4138000000, 0
Caldari Navy Shield Power Relay,2.4E+07,2.514904E+07,-1149040, -4.787667,2, -2298080, 60.526315789473684210526315790
Standup Gravimetric ECM Script,537896.3,54000,483896.3, 89.96089,2, 967792.6, 28.571428571428571428571428570
Standup Ladar ECM Script,600000,74000,526000, 87.66666,2, 1052000, 84.14634146341463414634146341
Standup Magnetometric ECM Script,600000,0,600000, 100,2, 1200000, 70.422535211267605633802816900
Standup Radar ECM Script,2500000,88000,2412000, 96.48,2, 4824000, 0
Dread Guristas Shield Flux Coil,5000000,3999999,1000001, 20.00002,1, 1000001, 11.494252873563218390804597700
Standup Gravimetric ECM Script Blueprint,1300000,1300000,0, 0,1, 0, 0
Standup Ladar ECM Script Blueprint,1300000,1300000,0, 0,1, 0, 0
Standup Magnetometric ECM Script Blueprint,1300000,1300000,0, 0,1, 0, 0
Standup Radar ECM Script Blueprint,1300000,1300000,0, 0,1, 0, 0
Standup Super-heavy Torpedo,12444,7996.47,4447.53, 35.74036,2193, 9753433, 29.329243200778122778796154280
Standup XL Cruise Missile,9998,8000,1998, 19.984,2701, 5396598, 15.821085013916695151130426290
Standup Cruise Missile,7999.99,8408.97,-408.9795, -5.11225,3360, -1374171, 60.094893215815223254701271650
Standup Heavy Missile,8998.99,8101,897.9902, 9.978789,3224, 2895120, 61.205479452054794520547945210
Standup Light Missile,12000,7987.72,4012.28, 33.43567,3034, 12173260, 18.217760378309236792123725730
Standup Heavy Guided Bomb,1899999,1680005,219994, 11.57864,28, 6159832, 7.1839080459770114942528735600
Standup Light Guided Bomb,1300000,1705000,-404999.8, -31.15383,29, -11744990, 17.276422764227642276422764230
Standup Super-heavy Torpedo Blueprint,1E+07,1E+07,0, 0,1, 0, 0
Standup XL Cruise Missile Blueprint,1E+07,1E+07,0, 0,1, 0, 0
Standup Cruise Missile Blueprint,8000000,8000000,0, 0,1, 0, 0
Standup Heavy Missile Blueprint,8000000,8000000,0, 0,3, 0, 0.3021148036253776435045317200
Standup Light Missile Blueprint,8000000,8000000,0, 0,4, 0, 0.5076142131979695431472081200
Standup Heavy Guided Bomb Blueprint,2E+07,2E+07,0, 0,1, 0, 0
Standup Light Guided Bomb Blueprint,2E+07,2E+07,0, 0,1, 0, 0
Women's Scope Network Special Correspondent Suit,0,1.99E+08,-1.99E+08, -Infinity,0, 0, 0
Men's Scope Network Special Correspondent Suit,0,5.999879E+08,-5.999879E+08, -Infinity,1, -599987900, 0
Women's 'Serpentis' T-shirt (olive/black),6000000,1497996,4502004, 75.0334,3, 13506010, 0
Men's 'Serpentis' T-shirt (olive/black),8400000,399995.9,8000004, 95.23814,3, 24000010, 0
Garmur Waschi Uprising 'Combat' SKIN (Permanent),0,5E+08,-5E+08, -Infinity,0, 0, 0
Orthrus Waschi Uprising 'Combat' SKIN (Permanent),0,6E+08,-6E+08, -Infinity,0, 0, 0
Barghest Waschi Uprising 'Combat' SKIN (Permanent),0,7E+09,-7E+09, -Infinity,0, 0, 0
Project Compass Star Charts,0,240997.9,-240997.9, -Infinity,1, -240997.9, 0
Contraband Amarrian Walnuts,0,250000,-250000, -Infinity,1, -250000, 0
Cerebrum In A Container,0,750000,-750000, -Infinity,1, -750000, 0
Sansha Claws Fairytale Book,1.7E+07,250000,1.675E+07, 98.52941,1, 16750000, 0
Festive Firecrackers,0,350000,-350000, -Infinity,1, -350000, 0
Max Amarria,8500000,700000,7800000, 91.76471,1, 7800000, 0
Grand Teigjon Casino Chip,0,400000,-400000, -Infinity,1, -400000, 0
YC117 Symposium On Emergent Threats Access Pass,0,99999.97,-99999.97, -Infinity,1, -99999.97, 0
95th Interstellar Mindclash Championship Tickets,0,100000,-100000, -Infinity,1, -100000, 0
Feawen's Approval Documentation,0,250000,-250000, -Infinity,1, -250000, 0
Meat Popsicle,0,2969667,-2969667, -Infinity,1, -2969667, 0
Capital Parking Ticket,0,2400000,-2400000, -Infinity,1, -2400000, 0
Counterfeit Dominix Model,0,45000,-45000, -Infinity,1, -45000, 0
Starsi,0,200000,-200000, -Infinity,1, -200000, 0
YC118 Succession Trial Champion’s Decree – House Tash-Murkon,0,150050,-150050, -Infinity,1, -150050, 0
YC118 Succession Trial Champion’s Decree – House Ardishapur,0,150000,-150000, -Infinity,1, -150000, 0
YC118 Succession Trial Champion’s Decree – House Kador,0,150000,-150000, -Infinity,1, -150000, 0
YC118 Succession Trial Champion’s Decree – House Khanid,0,153000,-153000, -Infinity,1, -153000, 0
YC118 Succession Trial Champion’s Decree – House Kor-Azor,0,153000,-153000, -Infinity,1, -153000, 0
YC118 Succession Trial Champion’s Decree – House Sarum,0,130000,-130000, -Infinity,1, -130000, 0
Garmur Waschi Uprising 'Parade' SKIN (Permanent),0,1E+10,-1E+10, -Infinity,0, 0, 0
Orthrus Waschi Uprising 'Parade' SKIN (Permanent),0,1.5E+10,-1.5E+10, -Infinity,0, 0, 0
Barghest Waschi Uprising 'Parade' SKIN (Permanent),0,0,0, NaN,0, 0, 0
Ice Mining Laser I Blueprint,3500000,3500000,0, 0,1, 0, 0
Brutix Serpentis SKIN (Permanent),0,1.5E+09,-1.5E+09, -Infinity,2, -3000000000, 0
Catalyst Serpentis SKIN (Permanent),0,1.899E+09,-1.899E+09, -Infinity,1, -1899000000, 0
Noir. Modified Entosis Link,0,2.999599E+07,-2.999599E+07, -Infinity,1, -29995990, 0
Spectre Fleet's Modified Entosis Link,0,4E+07,-4E+07, -Infinity,0, 0, 0
Affirmative. Modified Entosis Link,0,9.8E+07,-9.8E+07, -Infinity,0, 0, 0
Pandemic SPHERE Modified Entosis Link,4.85E+07,0,4.85E+07, 100,0, 0, 0
Pontifex Raata Sunset SKIN (Permanent),0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
Deacon Raata Sunset SKIN (Permanent),0,3.5E+09,-3.5E+09, -Infinity,0, 0, 0
Kirin Blue Tiger SKIN (Permanent),0,4.4E+08,-4.4E+08, -Infinity,0, 0, 0
Stork Blue Tiger SKIN (Permanent),0,6.288E+08,-6.288E+08, -Infinity,0, 0, 0
Thalia Valimor Legacy SKIN (Permanent),0,0,0, NaN,0, 0, 0
